Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))    misID(gamma cuts(pt+p+eta))    S/sqrt(B+misID)(gamma cuts(pt+p+eta))    S/sqrt(misID)(gamma cuts(pt+p+eta)) 
1.50000e-01   8.00000e+00   2.14400e-04   2.40250e-01   3.81761e-01   2.49509e-02   3.46999e-04   1.35732e-03  
1.50000e-01   8.10000e+00   2.12351e-04   2.38700e-01   3.77910e-01   2.45101e-02   3.45430e-04   1.35638e-03  
1.50000e-01   8.20000e+00   2.10674e-04   2.36840e-01   3.74703e-01   2.40929e-02   3.44166e-04   1.35727e-03  
1.50000e-01   8.30000e+00   2.09557e-04   2.35910e-01   3.72422e-01   2.36719e-02   3.43387e-04   1.36202e-03  
1.50000e-01   8.40000e+00   2.08625e-04   2.34670e-01   3.70430e-01   2.32297e-02   3.42779e-04   1.36882e-03  
1.50000e-01   8.50000e+00   2.06949e-04   2.33740e-01   3.67278e-01   2.28676e-02   3.41481e-04   1.36852e-03  
1.50000e-01   8.60000e+00   2.05459e-04   2.31880e-01   3.64399e-01   2.24689e-02   3.40358e-04   1.37067e-03  
1.50000e-01   8.70000e+00   2.04900e-04   2.30950e-01   3.63025e-01   2.20250e-02   3.40074e-04   1.38065e-03  
1.50000e-01   8.80000e+00   2.02106e-04   2.27540e-01   3.58049e-01   2.16995e-02   3.37759e-04   1.37200e-03  
1.50000e-01   8.90000e+00   2.00802e-04   2.25990e-01   3.55495e-01   2.13147e-02   3.36784e-04   1.37540e-03  
1.50000e-01   9.00000e+00   1.98567e-04   2.23200e-01   3.51398e-01   2.09378e-02   3.34971e-04   1.37227e-03  
1.50000e-01   9.10000e+00   1.96704e-04   2.20720e-01   3.47890e-01   2.05297e-02   3.33497e-04   1.37285e-03  
1.50000e-01   9.20000e+00   1.94469e-04   2.17620e-01   3.43803e-01   2.01629e-02   3.31661e-04   1.36954e-03  
1.50000e-01   9.30000e+00   1.92233e-04   2.14830e-01   3.39735e-01   1.98149e-02   3.29806e-04   1.36563e-03  
1.50000e-01   9.40000e+00   1.91116e-04   2.14210e-01   3.37545e-01   1.94854e-02   3.28950e-04   1.36912e-03  
1.50000e-01   9.50000e+00   1.89998e-04   2.13280e-01   3.35364e-01   1.91638e-02   3.28089e-04   1.37249e-03  
1.50000e-01   9.60000e+00   1.88880e-04   2.11420e-01   3.33176e-01   1.88363e-02   3.27228e-04   1.37623e-03  
1.50000e-01   9.70000e+00   1.87763e-04   2.10180e-01   3.31008e-01   1.85276e-02   3.26355e-04   1.37943e-03  
1.50000e-01   9.80000e+00   1.87390e-04   2.09560e-01   3.30105e-01   1.82450e-02   3.26153e-04   1.38732e-03  
1.50000e-01   9.90000e+00   1.86273e-04   2.07700e-01   3.27958e-01   1.79577e-02   3.25267e-04   1.39003e-03  
1.60000e-01   0.00000e+00   3.39016e-04   3.46890e-01   6.41734e-01   7.75338e-02   4.23197e-04   1.21752e-03  
1.60000e-01   1.00000e-01   3.39016e-04   3.46890e-01   6.41734e-01   7.75338e-02   4.23197e-04   1.21752e-03  
1.60000e-01   2.00000e-01   3.39016e-04   3.46890e-01   6.41734e-01   7.75338e-02   4.23197e-04   1.21752e-03  
1.60000e-01   3.00000e-01   3.39016e-04   3.46890e-01   6.41734e-01   7.75338e-02   4.23197e-04   1.21752e-03  
1.60000e-01   4.00000e-01   3.39016e-04   3.46890e-01   6.41734e-01   7.75338e-02   4.23197e-04   1.21752e-03  
1.60000e-01   5.00000e-01   3.39016e-04   3.46890e-01   6.41734e-01   7.75338e-02   4.23197e-04   1.21752e-03  
1.60000e-01   6.00000e-01   3.39016e-04   3.46890e-01   6.41734e-01   7.75338e-02   4.23197e-04   1.21752e-03  
1.60000e-01   7.00000e-01   3.39016e-04   3.46890e-01   6.41722e-01   7.75223e-02   4.23201e-04   1.21761e-03  
1.60000e-01   8.00000e-01   3.39016e-04   3.46890e-01   6.41704e-01   7.75036e-02   4.23207e-04   1.21775e-03  
1.60000e-01   9.00000e-01   3.39016e-04   3.46890e-01   6.41648e-01   7.74481e-02   4.23226e-04   1.21819e-03  
1.60000e-01   1.00000e+00   3.38644e-04   3.46270e-01   6.40946e-01   7.73661e-02   4.22992e-04   1.21750e-03  
1.60000e-01   1.10000e+00   3.38457e-04   3.46270e-01   6.40411e-01   7.71413e-02   4.22936e-04   1.21860e-03  
1.60000e-01   1.20000e+00   3.37712e-04   3.45960e-01   6.38816e-01   7.67863e-02   4.22531e-04   1.21872e-03  
1.60000e-01   1.30000e+00   3.36781e-04   3.45340e-01   6.36822e-01   7.63415e-02   4.22025e-04   1.21890e-03  
1.60000e-01   1.40000e+00   3.36595e-04   3.45030e-01   6.35935e-01   7.57653e-02   4.22086e-04   1.22285e-03  
1.60000e-01   1.50000e+00   3.35105e-04   3.43480e-01   6.32785e-01   7.50953e-02   4.21262e-04   1.22285e-03  
1.60000e-01   1.60000e+00   3.34546e-04   3.43480e-01   6.31097e-01   7.43369e-02   4.21122e-04   1.22702e-03  
1.60000e-01   1.70000e+00   3.33056e-04   3.42240e-01   6.27815e-01   7.35351e-02   4.20340e-04   1.22820e-03  
1.60000e-01   1.80000e+00   3.32497e-04   3.41930e-01   6.25982e-01   7.26320e-02   4.20249e-04   1.23374e-03  
1.60000e-01   1.90000e+00   3.31565e-04   3.41310e-01   6.23557e-01   7.17567e-02   4.19886e-04   1.23776e-03  
1.60000e-01   2.00000e+00   3.30075e-04   3.39760e-01   6.20094e-01   7.07741e-02   4.19164e-04   1.24073e-03  
1.60000e-01   2.10000e+00   3.29703e-04   3.39140e-01   6.18504e-01   6.98042e-02   4.19229e-04   1.24790e-03  
1.60000e-01   2.20000e+00   3.28958e-04   3.37900e-01   6.16121e-01   6.86614e-02   4.19089e-04   1.25540e-03  
1.60000e-01   2.30000e+00   3.26536e-04   3.36040e-01   6.11119e-01   6.76888e-02   4.17704e-04   1.25508e-03  
1.60000e-01   2.40000e+00   3.24860e-04   3.35110e-01   6.07292e-01   6.66522e-02   4.16866e-04   1.25831e-03  
1.60000e-01   2.50000e+00   3.22624e-04   3.34180e-01   6.02619e-01   6.56985e-02   4.15600e-04   1.25869e-03  
1.60000e-01   2.60000e+00   3.21320e-04   3.33560e-01   5.99506e-01   6.47559e-02   4.14994e-04   1.26270e-03  
1.60000e-01   2.70000e+00   3.18899e-04   3.32010e-01   5.94530e-01   6.38097e-02   4.13586e-04   1.26244e-03  
1.60000e-01   2.80000e+00   3.16477e-04   3.29840e-01   5.89500e-01   6.28104e-02   4.12193e-04   1.26278e-03  
1.60000e-01   2.90000e+00   3.15546e-04   3.29220e-01   5.86964e-01   6.18239e-02   4.11867e-04   1.26907e-03  
1.60000e-01   3.00000e+00   3.12193e-04   3.27980e-01   5.80452e-01   6.08922e-02   4.09770e-04   1.26515e-03  
1.60000e-01   3.10000e+00   3.09958e-04   3.25500e-01   5.75720e-01   5.98802e-02   4.08504e-04   1.26666e-03  
1.60000e-01   3.20000e+00   3.07909e-04   3.23950e-01   5.71330e-01   5.89003e-02   4.07360e-04   1.26871e-03  
1.60000e-01   3.30000e+00   3.06232e-04   3.22090e-01   5.67484e-01   5.78440e-02   4.06513e-04   1.27327e-03  
1.60000e-01   3.40000e+00   3.04556e-04   3.21470e-01   5.63714e-01   5.68640e-02   4.05637e-04   1.27717e-03  
1.60000e-01   3.50000e+00   3.02693e-04   3.19920e-01   5.59638e-01   5.58877e-02   4.04622e-04   1.28040e-03  
1.60000e-01   3.60000e+00   3.00458e-04   3.17440e-01   5.55026e-01   5.49961e-02   4.03299e-04   1.28120e-03  
1.60000e-01   3.70000e+00   2.99340e-04   3.16510e-01   5.52269e-01   5.40986e-02   4.02800e-04   1.28698e-03  
1.60000e-01   3.80000e+00   2.97105e-04   3.15270e-01   5.47702e-01   5.32522e-02   4.01456e-04   1.28748e-03  
1.60000e-01   3.90000e+00   2.95242e-04   3.13720e-01   5.43719e-01   5.23690e-02   4.00397e-04   1.29015e-03  
1.60000e-01   4.00000e+00   2.94125e-04   3.13100e-01   5.41040e-01   5.15498e-02   3.99868e-04   1.29544e-03  
1.60000e-01   4.10000e+00   2.90772e-04   3.10620e-01   5.34591e-01   5.06811e-02   3.97687e-04   1.29160e-03  
1.60000e-01   4.20000e+00   2.88909e-04   3.09380e-01   5.30691e-01   4.98805e-02   3.96589e-04   1.29359e-03  
1.60000e-01   4.30000e+00   2.86860e-04   3.08140e-01   5.26423e-01   4.90234e-02   3.95369e-04   1.29559e-03  
1.60000e-01   4.40000e+00   2.84811e-04   3.06900e-01   5.22184e-01   4.81938e-02   3.94135e-04   1.29736e-03  
1.60000e-01   4.50000e+00   2.82948e-04   3.05040e-01   5.18280e-01   4.73897e-02   3.93029e-04   1.29977e-03  
1.60000e-01   4.60000e+00   2.81272e-04   3.03800e-01   5.14682e-01   4.65821e-02   3.92064e-04   1.30322e-03  
1.60000e-01   4.70000e+00   2.79036e-04   3.01940e-01   5.10215e-01   4.58354e-02   3.90647e-04   1.30335e-03  
1.60000e-01   4.80000e+00   2.76429e-04   2.99460e-01   5.05073e-01   4.50326e-02   3.88961e-04   1.30263e-03  
1.60000e-01   4.90000e+00   2.74193e-04   2.97910e-01   5.00570e-01   4.42502e-02   3.87547e-04   1.30346e-03  
1.60000e-01   5.00000e+00   2.71399e-04   2.94500e-01   4.95174e-01   4.35037e-02   3.85682e-04   1.30120e-03  
1.60000e-01   5.10000e+00   2.68791e-04   2.92640e-01   4.90073e-01   4.27428e-02   3.83959e-04   1.30012e-03  
1.60000e-01   5.20000e+00   2.65439e-04   2.88610e-01   4.83751e-01   4.20011e-02   3.81639e-04   1.29519e-03  
1.60000e-01   5.30000e+00   2.63203e-04   2.86440e-01   4.79270e-01   4.12397e-02   3.80191e-04   1.29608e-03  
1.60000e-01   5.40000e+00   2.60968e-04   2.84270e-01   4.74842e-01   4.05324e-02   3.78715e-04   1.29624e-03  
1.60000e-01   5.50000e+00   2.58546e-04   2.81170e-01   4.70081e-01   3.98014e-02   3.77096e-04   1.29595e-03  
1.60000e-01   5.60000e+00   2.56497e-04   2.78690e-01   4.65939e-01   3.90689e-02   3.75767e-04   1.29768e-03  
1.60000e-01   5.70000e+00   2.54262e-04   2.76830e-01   4.61552e-01   3.84019e-02   3.74258e-04   1.29749e-03  
1.60000e-01   5.80000e+00   2.51282e-04   2.74350e-01   4.55859e-01   3.76691e-02   3.72174e-04   1.29470e-03  
1.60000e-01   5.90000e+00   2.49978e-04   2.73110e-01   4.53046e-01   3.70261e-02   3.71390e-04   1.29912e-03  
1.60000e-01   6.00000e+00   2.48115e-04   2.71560e-01   4.49242e-01   3.63220e-02   3.70180e-04   1.30187e-03  
1.60000e-01   6.10000e+00   2.46998e-04   2.70630e-01   4.46725e-01   3.56650e-02   3.69549e-04   1.30789e-03  
1.60000e-01   6.20000e+00   2.45321e-04   2.69700e-01   4.43248e-01   3.49785e-02   3.68478e-04   1.31170e-03  
1.60000e-01   6.30000e+00   2.43086e-04   2.67220e-01   4.38900e-01   3.43500e-02   3.66925e-04   1.31158e-03  
1.60000e-01   6.40000e+00   2.41968e-04   2.65980e-01   4.36411e-01   3.37208e-02   3.66278e-04   1.31768e-03  
1.60000e-01   6.50000e+00   2.38802e-04   2.64430e-01   4.30576e-01   3.31559e-02   3.63925e-04   1.31146e-03  
1.60000e-01   6.60000e+00   2.37125e-04   2.63810e-01   4.27102e-01   3.24720e-02   3.62837e-04   1.31590e-03  
1.60000e-01   6.70000e+00   2.34145e-04   2.61330e-01   4.21539e-01   3.18691e-02   3.60633e-04   1.31159e-03  
1.60000e-01   6.80000e+00   2.32468e-04   2.60090e-01   4.18114e-01   3.12343e-02   3.59514e-04   1.31537e-03  
1.60000e-01   6.90000e+00   2.31723e-04   2.59470e-01   4.16266e-01   3.06259e-02   3.59157e-04   1.32411e-03  
1.60000e-01   7.00000e+00   2.29674e-04   2.56680e-01   4.12263e-01   3.00328e-02   3.57705e-04   1.32530e-03  
1.60000e-01   7.10000e+00   2.27998e-04   2.55130e-01   4.08894e-01   2.94544e-02   3.56554e-04   1.32848e-03  
1.60000e-01   7.20000e+00   2.27066e-04   2.53890e-01   4.06754e-01   2.88644e-02   3.56030e-04   1.33651e-03  
1.60000e-01   7.30000e+00   2.26135e-04   2.52960e-01   4.04697e-01   2.83565e-02   3.55470e-04   1.34289e-03  
1.60000e-01   7.40000e+00   2.24459e-04   2.51720e-01   4.01355e-01   2.78052e-02   3.54300e-04   1.34609e-03  
1.60000e-01   7.50000e+00   2.22410e-04   2.49550e-01   3.97381e-01   2.72411e-02   3.52817e-04   1.34754e-03  
1.60000e-01   7.60000e+00   2.20919e-04   2.48000e-01   3.94315e-01   2.66546e-02   3.51813e-04   1.35315e-03  
1.60000e-01   7.70000e+00   2.19243e-04   2.45830e-01   3.91055e-01   2.61850e-02   3.50596e-04   1.35488e-03  
1.60000e-01   7.80000e+00   2.17380e-04   2.43660e-01   3.87535e-01   2.57650e-02   3.49192e-04   1.35427e-03  
1.60000e-01   7.90000e+00   2.15517e-04   2.41490e-01   3.84004e-01   2.53337e-02   3.47788e-04   1.35405e-03  
1.60000e-01   8.00000e+00   2.14400e-04   2.40250e-01   3.81761e-01   2.49509e-02   3.46999e-04   1.35732e-03  
1.60000e-01   8.10000e+00   2.12351e-04   2.38700e-01   3.77910e-01   2.45101e-02   3.45430e-04   1.35638e-03  
1.60000e-01   8.20000e+00   2.10674e-04   2.36840e-01   3.74703e-01   2.40929e-02   3.44166e-04   1.35727e-03  
1.60000e-01   8.30000e+00   2.09557e-04   2.35910e-01   3.72422e-01   2.36719e-02   3.43387e-04   1.36202e-03  
1.60000e-01   8.40000e+00   2.08625e-04   2.34670e-01   3.70430e-01   2.32297e-02   3.42779e-04   1.36882e-03  
1.60000e-01   8.50000e+00   2.06949e-04   2.33740e-01   3.67278e-01   2.28676e-02   3.41481e-04   1.36852e-03  
1.60000e-01   8.60000e+00   2.05459e-04   2.31880e-01   3.64399e-01   2.24689e-02   3.40358e-04   1.37067e-03  
1.60000e-01   8.70000e+00   2.04900e-04   2.30950e-01   3.63025e-01   2.20250e-02   3.40074e-04   1.38065e-03  
1.60000e-01   8.80000e+00   2.02106e-04   2.27540e-01   3.58049e-01   2.16995e-02   3.37759e-04   1.37200e-03  
1.60000e-01   8.90000e+00   2.00802e-04   2.25990e-01   3.55495e-01   2.13147e-02   3.36784e-04   1.37540e-03  
1.60000e-01   9.00000e+00   1.98567e-04   2.23200e-01   3.51398e-01   2.09378e-02   3.34971e-04   1.37227e-03  
1.60000e-01   9.10000e+00   1.96704e-04   2.20720e-01   3.47890e-01   2.05297e-02   3.33497e-04   1.37285e-03  
1.60000e-01   9.20000e+00   1.94469e-04   2.17620e-01   3.43803e-01   2.01629e-02   3.31661e-04   1.36954e-03  
1.60000e-01   9.30000e+00   1.92233e-04   2.14830e-01   3.39735e-01   1.98149e-02   3.29806e-04   1.36563e-03  
1.60000e-01   9.40000e+00   1.91116e-04   2.14210e-01   3.37545e-01   1.94854e-02   3.28950e-04   1.36912e-03  
1.60000e-01   9.50000e+00   1.89998e-04   2.13280e-01   3.35364e-01   1.91638e-02   3.28089e-04   1.37249e-03  
1.60000e-01   9.60000e+00   1.88880e-04   2.11420e-01   3.33176e-01   1.88363e-02   3.27228e-04   1.37623e-03  
1.60000e-01   9.70000e+00   1.87763e-04   2.10180e-01   3.31008e-01   1.85276e-02   3.26355e-04   1.37943e-03  
1.60000e-01   9.80000e+00   1.87390e-04   2.09560e-01   3.30105e-01   1.82450e-02   3.26153e-04   1.38732e-03  
1.60000e-01   9.90000e+00   1.86273e-04   2.07700e-01   3.27958e-01   1.79577e-02   3.25267e-04   1.39003e-03  
1.70000e-01   0.00000e+00   3.28399e-04   3.42860e-01   6.18871e-01   7.23414e-02   4.17447e-04   1.22098e-03  
1.70000e-01   1.00000e-01   3.28399e-04   3.42860e-01   6.18871e-01   7.23414e-02   4.17447e-04   1.22098e-03  
1.70000e-01   2.00000e-01   3.28399e-04   3.42860e-01   6.18871e-01   7.23414e-02   4.17447e-04   1.22098e-03  
1.70000e-01   3.00000e-01   3.28399e-04   3.42860e-01   6.18871e-01   7.23414e-02   4.17447e-04   1.22098e-03  
1.70000e-01   4.00000e-01   3.28399e-04   3.42860e-01   6.18871e-01   7.23414e-02   4.17447e-04   1.22098e-03  
1.70000e-01   5.00000e-01   3.28399e-04   3.42860e-01   6.18871e-01   7.23414e-02   4.17447e-04   1.22098e-03  
1.70000e-01   6.00000e-01   3.28399e-04   3.42860e-01   6.18871e-01   7.23414e-02   4.17447e-04   1.22098e-03  
1.70000e-01   7.00000e-01   3.28399e-04   3.42860e-01   6.18868e-01   7.23384e-02   4.17448e-04   1.22100e-03  
1.70000e-01   8.00000e-01   3.28399e-04   3.42860e-01   6.18862e-01   7.23324e-02   4.17450e-04   1.22105e-03  
1.70000e-01   9.00000e-01   3.28399e-04   3.42860e-01   6.18831e-01   7.23008e-02   4.17461e-04   1.22132e-03  
1.70000e-01   1.00000e+00   3.28026e-04   3.42240e-01   6.18167e-01   7.22570e-02   4.17211e-04   1.22031e-03  
1.70000e-01   1.10000e+00   3.28026e-04   3.42240e-01   6.18043e-01   7.21328e-02   4.17253e-04   1.22136e-03  
1.70000e-01   1.20000e+00   3.27467e-04   3.41930e-01   6.16939e-01   7.19587e-02   4.16914e-04   1.22075e-03  
1.70000e-01   1.30000e+00   3.26536e-04   3.41310e-01   6.15087e-01   7.16572e-02   4.16354e-04   1.21984e-03  
1.70000e-01   1.40000e+00   3.26350e-04   3.41000e-01   6.14396e-01   7.12763e-02   4.16350e-04   1.22239e-03  
1.70000e-01   1.50000e+00   3.25232e-04   3.39760e-01   6.12040e-01   7.07802e-02   4.15722e-04   1.22247e-03  
1.70000e-01   1.60000e+00   3.24860e-04   3.39760e-01   6.10855e-01   7.02146e-02   4.15649e-04   1.22598e-03  
1.70000e-01   1.70000e+00   3.23928e-04   3.38520e-01   6.08650e-01   6.95595e-02   4.15207e-04   1.22820e-03  
1.70000e-01   1.80000e+00   3.23369e-04   3.38210e-01   6.06992e-01   6.88316e-02   4.15057e-04   1.23255e-03  
1.70000e-01   1.90000e+00   3.22438e-04   3.37590e-01   6.04740e-01   6.81299e-02   4.14631e-04   1.23531e-03  
1.70000e-01   2.00000e+00   3.21134e-04   3.36040e-01   6.01771e-01   6.73310e-02   4.13972e-04   1.23760e-03  
1.70000e-01   2.10000e+00   3.20762e-04   3.35420e-01   6.00343e-01   6.65227e-02   4.13983e-04   1.24365e-03  
1.70000e-01   2.20000e+00   3.20389e-04   3.34800e-01   5.98745e-01   6.55447e-02   4.14054e-04   1.25144e-03  
1.70000e-01   2.30000e+00   3.18340e-04   3.32940e-01   5.94520e-01   6.47298e-02   4.12865e-04   1.25124e-03  
1.70000e-01   2.40000e+00   3.16850e-04   3.32320e-01   5.91151e-01   6.38410e-02   4.12102e-04   1.25402e-03  
1.70000e-01   2.50000e+00   3.14801e-04   3.31390e-01   5.86892e-01   6.29918e-02   4.10920e-04   1.25428e-03  
1.70000e-01   2.60000e+00   3.13869e-04   3.30770e-01   5.84521e-01   6.21705e-02   4.10534e-04   1.25880e-03  
1.70000e-01   2.70000e+00   3.11820e-04   3.29220e-01   5.80256e-01   6.13157e-02   4.09350e-04   1.25927e-03  
1.70000e-01   2.80000e+00   3.09585e-04   3.27050e-01   5.75647e-01   6.04272e-02   4.08039e-04   1.25940e-03  
1.70000e-01   2.90000e+00   3.09026e-04   3.26430e-01   5.73822e-01   5.95325e-02   4.07950e-04   1.26654e-03  
1.70000e-01   3.00000e+00   3.05860e-04   3.25190e-01   5.67708e-01   5.86884e-02   4.05938e-04   1.26254e-03  
1.70000e-01   3.10000e+00   3.03811e-04   3.22710e-01   5.63384e-01   5.77736e-02   4.04763e-04   1.26397e-03  
1.70000e-01   3.20000e+00   3.01762e-04   3.21160e-01   5.59076e-01   5.68762e-02   4.03579e-04   1.26532e-03  
1.70000e-01   3.30000e+00   3.00085e-04   3.19300e-01   5.55315e-01   5.59047e-02   4.02694e-04   1.26917e-03  
1.70000e-01   3.40000e+00   2.98595e-04   3.18680e-01   5.51915e-01   5.49849e-02   4.01926e-04   1.27339e-03  
1.70000e-01   3.50000e+00   2.97291e-04   3.17750e-01   5.48853e-01   5.40929e-02   4.01286e-04   1.27824e-03  
1.70000e-01   3.60000e+00   2.95428e-04   3.15890e-01   5.44940e-01   5.32803e-02   4.00201e-04   1.27988e-03  
1.70000e-01   3.70000e+00   2.94311e-04   3.14960e-01   5.42239e-01   5.24393e-02   3.99678e-04   1.28522e-03  
1.70000e-01   3.80000e+00   2.92821e-04   3.14340e-01   5.38982e-01   5.16625e-02   3.98854e-04   1.28829e-03  
1.70000e-01   3.90000e+00   2.90958e-04   3.12790e-01   5.35068e-01   5.08475e-02   3.97764e-04   1.29031e-03  
1.70000e-01   4.00000e+00   2.90027e-04   3.12170e-01   5.32751e-01   5.00806e-02   3.97352e-04   1.29599e-03  
1.70000e-01   4.10000e+00   2.87046e-04   3.09690e-01   5.26980e-01   4.92702e-02   3.95416e-04   1.29318e-03  
1.70000e-01   4.20000e+00   2.85183e-04   3.08450e-01   5.23139e-01   4.85288e-02   3.94290e-04   1.29457e-03  
1.70000e-01   4.30000e+00   2.83507e-04   3.07210e-01   5.19558e-01   4.77384e-02   3.93320e-04   1.29757e-03  
1.70000e-01   4.40000e+00   2.81458e-04   3.05970e-01   5.15383e-01   4.69726e-02   3.92057e-04   1.29865e-03  
1.70000e-01   4.50000e+00   2.79595e-04   3.04110e-01   5.11543e-01   4.62331e-02   3.90921e-04   1.30033e-03  
1.70000e-01   4.60000e+00   2.78105e-04   3.02870e-01   5.08315e-01   4.54854e-02   3.90070e-04   1.30399e-03  
1.70000e-01   4.70000e+00   2.76242e-04   3.01010e-01   5.04527e-01   4.47975e-02   3.88909e-04   1.30516e-03  
1.70000e-01   4.80000e+00   2.73635e-04   2.98530e-01   4.99426e-01   4.40362e-02   3.87200e-04   1.30397e-03  
1.70000e-01   4.90000e+00   2.71586e-04   2.96980e-01   4.95287e-01   4.33070e-02   3.85903e-04   1.30505e-03  
1.70000e-01   5.00000e+00   2.69164e-04   2.93570e-01   4.90564e-01   4.26135e-02   3.84299e-04   1.30390e-03  
1.70000e-01   5.10000e+00   2.66742e-04   2.91710e-01   4.85820e-01   4.19004e-02   3.82696e-04   1.30312e-03  
1.70000e-01   5.20000e+00   2.63576e-04   2.87990e-01   4.79874e-01   4.12236e-02   3.80489e-04   1.29817e-03  
1.70000e-01   5.30000e+00   2.61341e-04   2.85820e-01   4.75444e-01   4.05144e-02   3.79015e-04   1.29838e-03  
1.70000e-01   5.40000e+00   2.59105e-04   2.83650e-01   4.71066e-01   3.98561e-02   3.77516e-04   1.29786e-03  
1.70000e-01   5.50000e+00   2.56684e-04   2.80550e-01   4.66343e-01   3.91632e-02   3.75877e-04   1.29706e-03  
1.70000e-01   5.60000e+00   2.54635e-04   2.78070e-01   4.62243e-01   3.84728e-02   3.74527e-04   1.29820e-03  
1.70000e-01   5.70000e+00   2.52399e-04   2.76210e-01   4.57903e-01   3.78535e-02   3.72994e-04   1.29729e-03  
1.70000e-01   5.80000e+00   2.49978e-04   2.73730e-01   4.53182e-01   3.71619e-02   3.71335e-04   1.29674e-03  
1.70000e-01   5.90000e+00   2.48674e-04   2.72490e-01   4.50401e-01   3.65514e-02   3.70536e-04   1.30070e-03  
1.70000e-01   6.00000e+00   2.46811e-04   2.70940e-01   4.46631e-01   3.58810e-02   3.69310e-04   1.30297e-03  
1.70000e-01   6.10000e+00   2.45694e-04   2.70010e-01   4.44145e-01   3.52550e-02   3.68665e-04   1.30853e-03  
1.70000e-01   6.20000e+00   2.44017e-04   2.69080e-01   4.40705e-01   3.46048e-02   3.67575e-04   1.31175e-03  
1.70000e-01   6.30000e+00   2.41968e-04   2.66600e-01   4.36696e-01   3.40058e-02   3.66158e-04   1.31215e-03  
1.70000e-01   6.40000e+00   2.40851e-04   2.65360e-01   4.34245e-01   3.34152e-02   3.65494e-04   1.31758e-03  
1.70000e-01   6.50000e+00   2.37684e-04   2.63810e-01   4.28441e-01   3.28813e-02   3.63123e-04   1.31077e-03  
1.70000e-01   6.60000e+00   2.36007e-04   2.63190e-01   4.25000e-01   3.22300e-02   3.62019e-04   1.31461e-03  
1.70000e-01   6.70000e+00   2.33213e-04   2.60710e-01   4.19770e-01   3.16502e-02   3.59955e-04   1.31089e-03  
1.70000e-01   6.80000e+00   2.31537e-04   2.59470e-01   4.16381e-01   3.10512e-02   3.58818e-04   1.31396e-03  
1.70000e-01   6.90000e+00   2.30792e-04   2.58850e-01   4.14551e-01   3.04615e-02   3.58452e-04   1.32235e-03  
