Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))    misID(gamma cuts(pt+p+eta))    S/sqrt(B+misID)(gamma cuts(pt+p+eta))    S/sqrt(misID)(gamma cuts(pt+p+eta)) 
4.10000e-01   1.20000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   1.30000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   1.40000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   1.50000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   1.60000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   1.70000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   1.80000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   1.90000e+00   2.02478e-04   2.29710e-01   3.57500e-01   2.05299e-02   3.38642e-04   1.41314e-03  
4.10000e-01   2.00000e+00   2.02478e-04   2.29710e-01   3.57498e-01   2.05277e-02   3.38643e-04   1.41322e-03  
4.10000e-01   2.10000e+00   2.02478e-04   2.29710e-01   3.57492e-01   2.05224e-02   3.38645e-04   1.41340e-03  
4.10000e-01   2.20000e+00   2.02478e-04   2.29710e-01   3.57484e-01   2.05138e-02   3.38650e-04   1.41369e-03  
4.10000e-01   2.30000e+00   2.02478e-04   2.29710e-01   3.57481e-01   2.05108e-02   3.38651e-04   1.41380e-03  
4.10000e-01   2.40000e+00   2.02292e-04   2.29400e-01   3.57165e-01   2.05051e-02   3.38489e-04   1.41269e-03  
4.10000e-01   2.50000e+00   2.02106e-04   2.29400e-01   3.56838e-01   2.04878e-02   3.38332e-04   1.41199e-03  
4.10000e-01   2.60000e+00   2.02106e-04   2.29400e-01   3.56833e-01   2.04831e-02   3.38335e-04   1.41215e-03  
4.10000e-01   2.70000e+00   2.02106e-04   2.29400e-01   3.56830e-01   2.04800e-02   3.38336e-04   1.41226e-03  
4.10000e-01   2.80000e+00   2.02106e-04   2.29400e-01   3.56820e-01   2.04698e-02   3.38341e-04   1.41261e-03  
4.10000e-01   2.90000e+00   2.02106e-04   2.29400e-01   3.56809e-01   2.04592e-02   3.38346e-04   1.41297e-03  
4.10000e-01   3.00000e+00   2.01920e-04   2.29400e-01   3.56492e-01   2.04516e-02   3.38185e-04   1.41193e-03  
4.10000e-01   3.10000e+00   2.01547e-04   2.28780e-01   3.55855e-01   2.04349e-02   3.37862e-04   1.40990e-03  
4.10000e-01   3.20000e+00   2.01547e-04   2.28780e-01   3.55841e-01   2.04208e-02   3.37869e-04   1.41039e-03  
4.10000e-01   3.30000e+00   2.01547e-04   2.28780e-01   3.55819e-01   2.03993e-02   3.37879e-04   1.41114e-03  
4.10000e-01   3.40000e+00   2.00988e-04   2.28470e-01   3.54851e-01   2.03607e-02   3.37402e-04   1.40856e-03  
4.10000e-01   3.50000e+00   2.00988e-04   2.28470e-01   3.54828e-01   2.03382e-02   3.37413e-04   1.40933e-03  
4.10000e-01   3.60000e+00   2.00988e-04   2.28470e-01   3.54794e-01   2.03036e-02   3.37429e-04   1.41053e-03  
4.10000e-01   3.70000e+00   2.00988e-04   2.28470e-01   3.54754e-01   2.02641e-02   3.37448e-04   1.41191e-03  
4.10000e-01   3.80000e+00   2.00988e-04   2.28470e-01   3.54711e-01   2.02207e-02   3.37469e-04   1.41342e-03  
4.10000e-01   3.90000e+00   2.00802e-04   2.28160e-01   3.54354e-01   2.01745e-02   3.37325e-04   1.41373e-03  
4.10000e-01   4.00000e+00   2.00802e-04   2.28160e-01   3.54312e-01   2.01323e-02   3.37345e-04   1.41521e-03  
4.10000e-01   4.10000e+00   2.00616e-04   2.27850e-01   3.53958e-01   2.00880e-02   3.37201e-04   1.41545e-03  
4.10000e-01   4.20000e+00   2.00429e-04   2.27540e-01   3.53629e-01   2.00689e-02   3.37045e-04   1.41481e-03  
4.10000e-01   4.30000e+00   2.00243e-04   2.27230e-01   3.53262e-01   2.00122e-02   3.36906e-04   1.41550e-03  
4.10000e-01   4.40000e+00   2.00243e-04   2.27230e-01   3.53169e-01   1.99193e-02   3.36950e-04   1.41880e-03  
4.10000e-01   4.50000e+00   1.99871e-04   2.26920e-01   3.52493e-01   1.98632e-02   3.36646e-04   1.41816e-03  
4.10000e-01   4.60000e+00   1.99312e-04   2.26300e-01   3.51485e-01   1.97848e-02   3.36186e-04   1.41699e-03  
4.10000e-01   4.70000e+00   1.99125e-04   2.25990e-01   3.51094e-01   1.97044e-02   3.36058e-04   1.41855e-03  
4.10000e-01   4.80000e+00   1.98939e-04   2.25680e-01   3.50694e-01   1.96141e-02   3.35936e-04   1.42048e-03  
4.10000e-01   4.90000e+00   1.98753e-04   2.25370e-01   3.50292e-01   1.95223e-02   3.35814e-04   1.42248e-03  
4.10000e-01   5.00000e+00   1.98008e-04   2.24130e-01   3.48975e-01   1.94446e-02   3.35186e-04   1.41998e-03  
4.10000e-01   5.10000e+00   1.96890e-04   2.23200e-01   3.47029e-01   1.93588e-02   3.34227e-04   1.41509e-03  
4.10000e-01   5.20000e+00   1.96145e-04   2.22580e-01   3.45679e-01   1.92488e-02   3.33612e-04   1.41376e-03  
4.10000e-01   5.30000e+00   1.95959e-04   2.22270e-01   3.45227e-01   1.91070e-02   3.33513e-04   1.41765e-03  
4.10000e-01   5.40000e+00   1.95959e-04   2.22270e-01   3.45139e-01   1.90194e-02   3.33555e-04   1.42091e-03  
4.10000e-01   5.50000e+00   1.95214e-04   2.21340e-01   3.43794e-01   1.89142e-02   3.32936e-04   1.41944e-03  
4.10000e-01   5.60000e+00   1.94282e-04   2.20410e-01   3.42141e-01   1.88112e-02   3.32147e-04   1.41653e-03  
4.10000e-01   5.70000e+00   1.93537e-04   2.19480e-01   3.40784e-01   1.86937e-02   3.31532e-04   1.41552e-03  
4.10000e-01   5.80000e+00   1.92792e-04   2.18240e-01   3.39415e-01   1.85653e-02   3.30921e-04   1.41494e-03  
4.10000e-01   5.90000e+00   1.92792e-04   2.18240e-01   3.39302e-01   1.84519e-02   3.30976e-04   1.41928e-03  
4.10000e-01   6.00000e+00   1.92792e-04   2.18240e-01   3.39151e-01   1.83010e-02   3.31049e-04   1.42512e-03  
4.10000e-01   6.10000e+00   1.92420e-04   2.17620e-01   3.38407e-01   1.81765e-02   3.30773e-04   1.42723e-03  
4.10000e-01   6.20000e+00   1.91861e-04   2.17310e-01   3.37351e-01   1.80511e-02   3.30328e-04   1.42802e-03  
4.10000e-01   6.30000e+00   1.91302e-04   2.16690e-01   3.36296e-01   1.79262e-02   3.29882e-04   1.42881e-03  
4.10000e-01   6.40000e+00   1.91302e-04   2.16690e-01   3.36170e-01   1.78001e-02   3.29944e-04   1.43387e-03  
4.10000e-01   6.50000e+00   1.90743e-04   2.16380e-01   3.35118e-01   1.76782e-02   3.29496e-04   1.43460e-03  
4.10000e-01   6.60000e+00   1.90371e-04   2.16070e-01   3.34386e-01   1.75664e-02   3.29212e-04   1.43634e-03  
4.10000e-01   6.70000e+00   1.89253e-04   2.14830e-01   3.32392e-01   1.74322e-02   3.28260e-04   1.43340e-03  
4.10000e-01   6.80000e+00   1.89067e-04   2.14830e-01   3.31936e-01   1.72857e-02   3.28162e-04   1.43804e-03  
4.10000e-01   6.90000e+00   1.89067e-04   2.14830e-01   3.31820e-01   1.71701e-02   3.28219e-04   1.44287e-03  
4.10000e-01   7.00000e+00   1.88508e-04   2.13900e-01   3.30769e-01   1.70486e-02   3.27769e-04   1.44373e-03  
4.10000e-01   7.10000e+00   1.87949e-04   2.13280e-01   3.29706e-01   1.69157e-02   3.27323e-04   1.44509e-03  
4.10000e-01   7.20000e+00   1.87577e-04   2.12660e-01   3.28951e-01   1.67808e-02   3.27049e-04   1.44801e-03  
4.10000e-01   7.30000e+00   1.87204e-04   2.12040e-01   3.28200e-01   1.66500e-02   3.26773e-04   1.45080e-03  
4.10000e-01   7.40000e+00   1.86831e-04   2.11420e-01   3.27446e-01   1.65164e-02   3.26498e-04   1.45376e-03  
4.10000e-01   7.50000e+00   1.86273e-04   2.10490e-01   3.26376e-01   1.63761e-02   3.26054e-04   1.45560e-03  
4.10000e-01   7.60000e+00   1.85341e-04   2.09250e-01   3.24663e-01   1.62135e-02   3.25279e-04   1.45557e-03  
4.10000e-01   7.70000e+00   1.84596e-04   2.08010e-01   3.23314e-01   1.61037e-02   3.24646e-04   1.45465e-03  
4.10000e-01   7.80000e+00   1.83292e-04   2.06460e-01   3.21026e-01   1.59865e-02   3.23500e-04   1.44967e-03  
4.10000e-01   7.90000e+00   1.82361e-04   2.05530e-01   3.19380e-01   1.58903e-02   3.22684e-04   1.44666e-03  
4.10000e-01   8.00000e+00   1.82175e-04   2.05220e-01   3.18980e-01   1.58002e-02   3.22557e-04   1.44929e-03  
4.10000e-01   8.10000e+00   1.81057e-04   2.04600e-01   3.17006e-01   1.56858e-02   3.21575e-04   1.44565e-03  
4.10000e-01   8.20000e+00   1.80871e-04   2.04600e-01   3.16572e-01   1.55621e-02   3.21464e-04   1.44989e-03  
4.10000e-01   8.30000e+00   1.80312e-04   2.03980e-01   3.15502e-01   1.54223e-02   3.21013e-04   1.45195e-03  
4.10000e-01   8.40000e+00   1.80126e-04   2.03980e-01   3.15047e-01   1.52767e-02   3.20914e-04   1.45734e-03  
4.10000e-01   8.50000e+00   1.79753e-04   2.03980e-01   3.14296e-01   1.51460e-02   3.20632e-04   1.46059e-03  
4.10000e-01   8.60000e+00   1.79008e-04   2.03050e-01   3.12936e-01   1.50257e-02   3.19996e-04   1.46034e-03  
4.10000e-01   8.70000e+00   1.78635e-04   2.02430e-01   3.12168e-01   1.48779e-02   3.19723e-04   1.46453e-03  
4.10000e-01   8.80000e+00   1.76959e-04   2.00570e-01   3.09250e-01   1.47504e-02   3.18213e-04   1.45704e-03  
4.10000e-01   8.90000e+00   1.76028e-04   1.99330e-01   3.07588e-01   1.46381e-02   3.17392e-04   1.45492e-03  
4.10000e-01   9.00000e+00   1.74165e-04   1.96850e-01   3.04351e-01   1.45008e-02   3.15699e-04   1.44632e-03  
4.10000e-01   9.10000e+00   1.73606e-04   1.95920e-01   3.03282e-01   1.43618e-02   3.15240e-04   1.44864e-03  
4.10000e-01   9.20000e+00   1.72861e-04   1.94990e-01   3.01935e-01   1.42548e-02   3.14587e-04   1.44782e-03  
4.10000e-01   9.30000e+00   1.71557e-04   1.92820e-01   2.99642e-01   1.41320e-02   3.13406e-04   1.44313e-03  
4.10000e-01   9.40000e+00   1.70812e-04   1.92200e-01   2.98289e-01   1.40187e-02   3.12752e-04   1.44266e-03  
4.10000e-01   9.50000e+00   1.70067e-04   1.91580e-01   2.96935e-01   1.39046e-02   3.12097e-04   1.44225e-03  
4.10000e-01   9.60000e+00   1.69508e-04   1.90650e-01   2.95886e-01   1.37861e-02   3.11622e-04   1.44367e-03  
4.10000e-01   9.70000e+00   1.68949e-04   1.89720e-01   2.94823e-01   1.36533e-02   3.11154e-04   1.44590e-03  
4.10000e-01   9.80000e+00   1.68577e-04   1.89100e-01   2.94088e-01   1.35382e-02   3.10856e-04   1.44883e-03  
4.10000e-01   9.90000e+00   1.68018e-04   1.88170e-01   2.93028e-01   1.34081e-02   3.10385e-04   1.45102e-03  
4.20000e-01   0.00000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   2.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   3.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   4.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   5.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   6.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   7.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   8.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   9.00000e-01   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.00000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.10000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.20000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.30000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.40000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.50000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.60000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.70000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.80000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   1.90000e+00   1.97822e-04   2.24750e-01   3.48929e-01   1.97094e-02   3.34892e-04   1.40908e-03  
4.20000e-01   2.00000e+00   1.97822e-04   2.24750e-01   3.48927e-01   1.97072e-02   3.34893e-04   1.40916e-03  
4.20000e-01   2.10000e+00   1.97822e-04   2.24750e-01   3.48922e-01   1.97019e-02   3.34896e-04   1.40935e-03  
4.20000e-01   2.20000e+00   1.97822e-04   2.24750e-01   3.48916e-01   1.96960e-02   3.34898e-04   1.40956e-03  
4.20000e-01   2.30000e+00   1.97822e-04   2.24750e-01   3.48913e-01   1.96930e-02   3.34900e-04   1.40967e-03  
4.20000e-01   2.40000e+00   1.97635e-04   2.24440e-01   3.48601e-01   1.96908e-02   3.34734e-04   1.40842e-03  
4.20000e-01   2.50000e+00   1.97449e-04   2.24440e-01   3.48278e-01   1.96776e-02   3.34574e-04   1.40757e-03  
4.20000e-01   2.60000e+00   1.97449e-04   2.24440e-01   3.48273e-01   1.96729e-02   3.34576e-04   1.40774e-03  
4.20000e-01   2.70000e+00   1.97449e-04   2.24440e-01   3.48270e-01   1.96698e-02   3.34578e-04   1.40785e-03  
4.20000e-01   2.80000e+00   1.97449e-04   2.24440e-01   3.48260e-01   1.96596e-02   3.34583e-04   1.40821e-03  
4.20000e-01   2.90000e+00   1.97449e-04   2.24440e-01   3.48252e-01   1.96517e-02   3.34586e-04   1.40850e-03  
4.20000e-01   3.00000e+00   1.97263e-04   2.24440e-01   3.47937e-01   1.96467e-02   3.34422e-04   1.40734e-03  
4.20000e-01   3.10000e+00   1.96890e-04   2.23820e-01   3.47300e-01   1.96300e-02   3.34096e-04   1.40528e-03  
4.20000e-01   3.20000e+00   1.96890e-04   2.23820e-01   3.47288e-01   1.96181e-02   3.34102e-04   1.40571e-03  
4.20000e-01   3.30000e+00   1.96890e-04   2.23820e-01   3.47269e-01   1.95991e-02   3.34111e-04   1.40639e-03  
4.20000e-01   3.40000e+00   1.96331e-04   2.23510e-01   3.46302e-01   1.95624e-02   3.33628e-04   1.40372e-03  
4.20000e-01   3.50000e+00   1.96331e-04   2.23510e-01   3.46284e-01   1.95436e-02   3.33637e-04   1.40439e-03  
4.20000e-01   3.60000e+00   1.96331e-04   2.23510e-01   3.46256e-01   1.95157e-02   3.33650e-04   1.40539e-03  
4.20000e-01   3.70000e+00   1.96331e-04   2.23510e-01   3.46227e-01   1.94873e-02   3.33664e-04   1.40641e-03  
4.20000e-01   3.80000e+00   1.96331e-04   2.23510e-01   3.46184e-01   1.94440e-02   3.33685e-04   1.40798e-03  
4.20000e-01   3.90000e+00   1.96145e-04   2.23200e-01   3.45832e-01   1.94021e-02   3.33538e-04   1.40816e-03  
4.20000e-01   4.00000e+00   1.96145e-04   2.23200e-01   3.45797e-01   1.93665e-02   3.33555e-04   1.40946e-03  
4.20000e-01   4.10000e+00   1.96145e-04   2.23200e-01   3.45758e-01   1.93283e-02   3.33573e-04   1.41085e-03  
4.20000e-01   4.20000e+00   1.95959e-04   2.22890e-01   3.45429e-01   1.93092e-02   3.33415e-04   1.41021e-03  
4.20000e-01   4.30000e+00   1.95773e-04   2.22580e-01   3.45070e-01   1.92602e-02   3.33271e-04   1.41066e-03  
4.20000e-01   4.40000e+00   1.95773e-04   2.22580e-01   3.44981e-01   1.91706e-02   3.33315e-04   1.41395e-03  
4.20000e-01   4.50000e+00   1.95400e-04   2.22270e-01   3.44318e-01   1.91276e-02   3.33001e-04   1.41285e-03  
4.20000e-01   4.60000e+00   1.94841e-04   2.21650e-01   3.43320e-01   1.90595e-02   3.32531e-04   1.41132e-03  
4.20000e-01   4.70000e+00   1.94655e-04   2.21340e-01   3.42937e-01   1.89871e-02   3.32398e-04   1.41266e-03  
4.20000e-01   4.80000e+00   1.94469e-04   2.21030e-01   3.42539e-01   1.88995e-02   3.32272e-04   1.41457e-03  
4.20000e-01   4.90000e+00   1.94282e-04   2.20720e-01   3.42153e-01   1.88227e-02   3.32142e-04   1.41610e-03  
4.20000e-01   5.00000e+00   1.93537e-04   2.19480e-01   3.40841e-01   1.87513e-02   3.31504e-04   1.41335e-03  
4.20000e-01   5.10000e+00   1.92606e-04   2.18860e-01   3.39217e-01   1.86768e-02   3.30698e-04   1.40935e-03  
4.20000e-01   5.20000e+00   1.91861e-04   2.18240e-01   3.37883e-01   1.85825e-02   3.30068e-04   1.40745e-03  
4.20000e-01   5.30000e+00   1.91675e-04   2.17930e-01   3.37452e-01   1.84624e-02   3.29958e-04   1.41065e-03  
4.20000e-01   5.40000e+00   1.91675e-04   2.17930e-01   3.37371e-01   1.83806e-02   3.29998e-04   1.41379e-03  
4.20000e-01   5.50000e+00   1.90929e-04   2.17000e-01   3.36029e-01   1.82791e-02   3.29370e-04   1.41220e-03  
4.20000e-01   5.60000e+00   1.90184e-04   2.16380e-01   3.34700e-01   1.81900e-02   3.28736e-04   1.41013e-03  
4.20000e-01   5.70000e+00   1.89626e-04   2.15760e-01   3.33665e-01   1.80846e-02   3.28278e-04   1.41008e-03  
4.20000e-01   5.80000e+00   1.88880e-04   2.14520e-01   3.32309e-01   1.79691e-02   3.27654e-04   1.40904e-03  
4.20000e-01   5.90000e+00   1.88880e-04   2.14520e-01   3.32202e-01   1.78616e-02   3.27707e-04   1.41328e-03  
4.20000e-01   6.00000e+00   1.88880e-04   2.14520e-01   3.32059e-01   1.77193e-02   3.27778e-04   1.41894e-03  
4.20000e-01   6.10000e+00   1.88508e-04   2.13900e-01   3.31330e-01   1.76103e-02   3.27491e-04   1.42052e-03  
4.20000e-01   6.20000e+00   1.88135e-04   2.13590e-01   3.30587e-01   1.74872e-02   3.27211e-04   1.42269e-03  
4.20000e-01   6.30000e+00   1.87763e-04   2.13280e-01   3.29847e-01   1.73674e-02   3.26929e-04   1.42476e-03  
4.20000e-01   6.40000e+00   1.87763e-04   2.13280e-01   3.29733e-01   1.72531e-02   3.26985e-04   1.42947e-03  
4.20000e-01   6.50000e+00   1.87390e-04   2.13280e-01   3.29000e-01   1.71400e-02   3.26700e-04   1.43134e-03  
4.20000e-01   6.60000e+00   1.87018e-04   2.12970e-01   3.28275e-01   1.70352e-02   3.26410e-04   1.43288e-03  
4.20000e-01   6.70000e+00   1.86086e-04   2.12040e-01   3.26607e-01   1.69171e-02   3.25613e-04   1.43071e-03  
4.20000e-01   6.80000e+00   1.85900e-04   2.12040e-01   3.26159e-01   1.67793e-02   3.25510e-04   1.43513e-03  
4.20000e-01   6.90000e+00   1.85900e-04   2.12040e-01   3.26058e-01   1.66777e-02   3.25561e-04   1.43950e-03  
4.20000e-01   7.00000e+00   1.85341e-04   2.11110e-01   3.25013e-01   1.65632e-02   3.25104e-04   1.44012e-03  
4.20000e-01   7.10000e+00   1.84782e-04   2.10490e-01   3.23964e-01   1.64437e-02   3.24648e-04   1.44099e-03  
4.20000e-01   7.20000e+00   1.84596e-04   2.10180e-01   3.23536e-01   1.63259e-02   3.24535e-04   1.44472e-03  
4.20000e-01   7.30000e+00   1.84410e-04   2.09870e-01   3.23107e-01   1.62071e-02   3.24423e-04   1.44854e-03  
4.20000e-01   7.40000e+00   1.84037e-04   2.09250e-01   3.22370e-01   1.60898e-02   3.24137e-04   1.45088e-03  
4.20000e-01   7.50000e+00   1.83479e-04   2.08320e-01   3.21306e-01   1.59559e-02   3.23688e-04   1.45253e-03  
4.20000e-01   7.60000e+00   1.82547e-04   2.07080e-01   3.19602e-01   1.58022e-02   3.22902e-04   1.45217e-03  
4.20000e-01   7.70000e+00   1.81802e-04   2.05840e-01   3.18254e-01   1.56938e-02   3.22264e-04   1.45123e-03  
4.20000e-01   7.80000e+00   1.80498e-04   2.04290e-01   3.15971e-01   1.55815e-02   3.21106e-04   1.44600e-03  
4.20000e-01   7.90000e+00   1.79567e-04   2.03360e-01   3.14328e-01   1.54885e-02   3.20283e-04   1.44285e-03  
4.20000e-01   8.00000e+00   1.79381e-04   2.03050e-01   3.13930e-01   1.53997e-02   3.20154e-04   1.44551e-03  
4.20000e-01   8.10000e+00   1.78263e-04   2.02430e-01   3.11962e-01   1.52925e-02   3.19161e-04   1.44152e-03  
4.20000e-01   8.20000e+00   1.78077e-04   2.02430e-01   3.11536e-01   1.51765e-02   3.19045e-04   1.44551e-03  
4.20000e-01   8.30000e+00   1.77704e-04   2.01810e-01   3.10783e-01   1.50428e-02   3.18764e-04   1.44888e-03  
4.20000e-01   8.40000e+00   1.77518e-04   2.01810e-01   3.10334e-01   1.49040e-02   3.18660e-04   1.45409e-03  
4.20000e-01   8.50000e+00   1.77145e-04   2.01810e-01   3.09586e-01   1.47759e-02   3.18375e-04   1.45731e-03  
4.20000e-01   8.60000e+00   1.76400e-04   2.00880e-01   3.08234e-01   1.46644e-02   3.17730e-04   1.45669e-03  
4.20000e-01   8.70000e+00   1.76028e-04   2.00260e-01   3.07474e-01   1.45240e-02   3.17451e-04   1.46062e-03  
4.20000e-01   8.80000e+00   1.74537e-04   1.98710e-01   3.04874e-01   1.44036e-02   3.16103e-04   1.45430e-03  
4.20000e-01   8.90000e+00   1.73979e-04   1.97780e-01   3.03841e-01   1.43015e-02   3.15626e-04   1.45481e-03  
4.20000e-01   9.00000e+00   1.72488e-04   1.95610e-01   3.01233e-01   1.41726e-02   3.14275e-04   1.44889e-03  
4.20000e-01   9.10000e+00   1.71930e-04   1.94680e-01   3.00168e-01   1.40379e-02   3.13811e-04   1.45111e-03  
4.20000e-01   9.20000e+00   1.71185e-04   1.93750e-01   2.98834e-01   1.39436e-02   3.13148e-04   1.44970e-03  
4.20000e-01   9.30000e+00   1.69881e-04   1.91580e-01   2.96553e-01   1.38329e-02   3.11956e-04   1.44440e-03  
4.20000e-01   9.40000e+00   1.69136e-04   1.90960e-01   2.95201e-01   1.37213e-02   3.11298e-04   1.44390e-03  
4.20000e-01   9.50000e+00   1.68763e-04   1.90650e-01   2.94476e-01   1.36159e-02   3.10994e-04   1.44629e-03  
4.20000e-01   9.60000e+00   1.68204e-04   1.89720e-01   2.93437e-01   1.35068e-02   3.10513e-04   1.44731e-03  
4.20000e-01   9.70000e+00   1.67645e-04   1.88790e-01   2.92381e-01   1.33813e-02   3.10039e-04   1.44925e-03  
4.20000e-01   9.80000e+00   1.67273e-04   1.88170e-01   2.91649e-01   1.32690e-02   3.09739e-04   1.45213e-03  
4.20000e-01   9.90000e+00   1.66714e-04   1.87240e-01   2.90592e-01   1.31422e-02   3.09265e-04   1.45425e-03  
4.30000e-01   0.00000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   2.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   3.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   4.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   5.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   6.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   7.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   8.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   9.00000e-01   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.00000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.10000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.20000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.30000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.40000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.50000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.60000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.70000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.80000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   1.90000e+00   1.92978e-04   2.18550e-01   3.40075e-01   1.89154e-02   3.30919e-04   1.40314e-03  
4.30000e-01   2.00000e+00   1.92978e-04   2.18550e-01   3.40073e-01   1.89132e-02   3.30920e-04   1.40322e-03  
4.30000e-01   2.10000e+00   1.92978e-04   2.18550e-01   3.40068e-01   1.89079e-02   3.30922e-04   1.40342e-03  
4.30000e-01   2.20000e+00   1.92978e-04   2.18550e-01   3.40062e-01   1.89020e-02   3.30925e-04   1.40364e-03  
4.30000e-01   2.30000e+00   1.92978e-04   2.18550e-01   3.40059e-01   1.88990e-02   3.30927e-04   1.40375e-03  
